Время;Давление, атм
14.03.2024 15:27:45:213;23,72
14.03.2024 15:27:45:291;23,73
14.03.2024 15:27:45:369;23,74
14.03.2024 15:27:45:447;23,74
14.03.2024 15:27:45:526;23,75
14.03.2024 15:27:45:603;23,76
14.03.2024 15:27:45:682;23,75
14.03.2024 15:27:45:760;23,76
14.03.2024 15:27:45:838;23,77
14.03.2024 15:27:45:916;23,77
14.03.2024 15:27:45:995;23,78
14.03.2024 15:27:46:073;23,79
14.03.2024 15:27:46:151;23,79
14.03.2024 15:27:46:245;23,8
14.03.2024 15:27:46:323;23,8
14.03.2024 15:27:46:401;23,81
14.03.2024 15:27:46:557;23,82
14.03.2024 15:27:46:635;23,83
14.03.2024 15:27:46:713;23,83
14.03.2024 15:27:46:791;23,83
14.03.2024 15:27:46:869;23,84
14.03.2024 15:27:46:948;23,85
14.03.2024 15:27:47:026;23,85
14.03.2024 15:27:47:104;23,86
14.03.2024 15:27:47:182;23,87
14.03.2024 15:27:47:260;23,87
14.03.2024 15:27:47:338;23,87
14.03.2024 15:27:47:417;23,88
14.03.2024 15:27:47:588;23,88
14.03.2024 15:27:47:667;23,9
14.03.2024 15:27:47:823;23,9
14.03.2024 15:27:47:901;23,9
14.03.2024 15:27:47:979;23,9
14.03.2024 15:27:48:058;23,91
14.03.2024 15:27:48:136;23,92
14.03.2024 15:27:48:214;23,92
14.03.2024 15:27:48:292;23,93
14.03.2024 15:27:48:370;23,93
14.03.2024 15:27:48:449;23,93
14.03.2024 15:27:48:542;23,94
14.03.2024 15:27:48:620;23,94
14.03.2024 15:27:48:698;23,95
14.03.2024 15:27:48:776;23,95
14.03.2024 15:27:48:855;23,95
14.03.2024 15:27:48:933;23,95
14.03.2024 15:27:49:011;23,96
14.03.2024 15:27:49:089;23,97
14.03.2024 15:27:49:167;23,97
14.03.2024 15:27:49:245;23,98
14.03.2024 15:27:49:324;23,98
14.03.2024 15:27:49:402;23,98
14.03.2024 15:27:49:480;23,98
14.03.2024 15:27:49:558;23,99
14.03.2024 15:27:49:636;24
14.03.2024 15:27:49:792;24
14.03.2024 15:27:49:871;24,01
14.03.2024 15:27:49:949;24,01
14.03.2024 15:27:50:027;24,01
14.03.2024 15:27:50:105;24,02
14.03.2024 15:27:50:183;24,03
14.03.2024 15:27:50:261;24,03
14.03.2024 15:27:50:340;24,03
14.03.2024 15:27:50:418;24,03
14.03.2024 15:27:50:496;24,04
14.03.2024 15:27:50:574;24,04
14.03.2024 15:27:50:652;24,05
14.03.2024 15:27:50:730;24,06
14.03.2024 15:27:50:965;24,06
14.03.2024 15:27:51:043;24,06
14.03.2024 15:27:51:121;24,06
14.03.2024 15:27:51:199;24,07
14.03.2024 15:27:51:277;24,07
14.03.2024 15:27:51:355;24,07
14.03.2024 15:27:51:434;24,08
14.03.2024 15:27:51:512;24,08
14.03.2024 15:27:51:590;24,09
14.03.2024 15:27:51:668;24,09
14.03.2024 15:27:51:746;24,09
14.03.2024 15:27:51:824;24,09
14.03.2024 15:27:51:902;24,11
14.03.2024 15:27:51:981;24,1
14.03.2024 15:27:52:059;24,11
14.03.2024 15:27:52:137;24,11
14.03.2024 15:27:52:215;24,11
14.03.2024 15:27:52:293;24,11
14.03.2024 15:27:52:371;24,12
14.03.2024 15:27:52:465;24,12
14.03.2024 15:27:52:543;24,12
14.03.2024 15:27:52:621;24,13
14.03.2024 15:27:52:777;24,13
14.03.2024 15:27:52:856;24,14
14.03.2024 15:27:52:934;24,14
14.03.2024 15:27:53:012;24,14
14.03.2024 15:27:53:091;24,14
14.03.2024 15:27:53:184;24,15
14.03.2024 15:27:53:262;24,15
14.03.2024 15:27:53:340;24,15
14.03.2024 15:27:53:419;24,16
14.03.2024 15:27:53:653;24,16
14.03.2024 15:27:53:731;24,17
14.03.2024 15:27:53:809;24,17
14.03.2024 15:27:53:887;24,18
14.03.2024 15:27:53:981;24,17
14.03.2024 15:27:54:059;24,18
14.03.2024 15:27:54:216;24,18
14.03.2024 15:27:54:294;24,19
14.03.2024 15:27:54:372;24,19
14.03.2024 15:27:54:451;24,19
14.03.2024 15:27:54:544;24,19
14.03.2024 15:27:54:622;24,2
14.03.2024 15:27:54:700;24,21
14.03.2024 15:27:55:091;24,21
14.03.2024 15:27:55:169;24,22
14.03.2024 15:27:55:247;24,22
14.03.2024 15:27:55:325;24,22
14.03.2024 15:27:55:403;24,22
14.03.2024 15:27:55:482;24,22
14.03.2024 15:27:55:559;24,23
14.03.2024 15:27:55:716;24,23
14.03.2024 15:27:55:794;24,23
14.03.2024 15:27:55:872;24,23
14.03.2024 15:27:55:952;24,24
14.03.2024 15:27:56:044;24,23
14.03.2024 15:27:56:122;24,24
14.03.2024 15:27:56:201;24,25
14.03.2024 15:27:56:357;24,25
14.03.2024 15:27:56:435;24,25
14.03.2024 15:27:56:513;24,25
14.03.2024 15:27:56:591;24,26
14.03.2024 15:27:56:669;24,25
14.03.2024 15:27:56:748;24,26
14.03.2024 15:27:56:904;24,26
14.03.2024 15:27:56:982;24,27
14.03.2024 15:27:57:216;24,27
14.03.2024 15:27:57:295;24,28
14.03.2024 15:27:57:373;24,28
14.03.2024 15:27:57:451;24,27
14.03.2024 15:27:57:529;24,28
14.03.2024 15:27:57:607;24,28
14.03.2024 15:27:57:842;24,28
14.03.2024 15:27:57:920;24,29
14.03.2024 15:27:58:014;24,29
14.03.2024 15:27:58:092;24,3
14.03.2024 15:27:58:186;24,29
14.03.2024 15:27:58:264;24,3
14.03.2024 15:27:58:342;24,3
14.03.2024 15:27:58:420;24,31
14.03.2024 15:27:58:654;24,31
14.03.2024 15:27:58:732;24,32
14.03.2024 15:27:58:889;24,32
14.03.2024 15:27:58:967;24,33
14.03.2024 15:27:59:045;24,33
14.03.2024 15:27:59:123;24,33
14.03.2024 15:27:59:202;24,33
14.03.2024 15:27:59:280;24,34
14.03.2024 15:27:59:358;24,35
14.03.2024 15:27:59:436;24,36
14.03.2024 15:27:59:748;24,36
14.03.2024 15:27:59:826;24,36
14.03.2024 15:27:59:905;24,38
14.03.2024 15:27:59:983;24,38
14.03.2024 15:28:00:061;24,38
14.03.2024 15:28:00:139;24,38
14.03.2024 15:28:00:217;24,39
14.03.2024 15:28:00:373;24,39
14.03.2024 15:28:00:452;24,4
14.03.2024 15:28:00:608;24,4
14.03.2024 15:28:00:686;24,4
14.03.2024 15:28:00:764;24,4
14.03.2024 15:28:00:842;24,41
14.03.2024 15:28:00:920;24,41
14.03.2024 15:28:00:999;24,41
14.03.2024 15:28:01:077;24,42
14.03.2024 15:28:01:312;24,42
14.03.2024 15:28:01:390;24,43
14.03.2024 15:28:01:468;24,43
14.03.2024 15:28:01:546;24,43
14.03.2024 15:28:01:624;24,44
14.03.2024 15:28:01:702;24,44
14.03.2024 15:28:01:858;24,44
14.03.2024 15:28:01:936;24,45
14.03.2024 15:28:02:015;24,46
14.03.2024 15:28:02:093;24,46
14.03.2024 15:28:02:421;24,46
14.03.2024 15:28:02:499;24,47
14.03.2024 15:28:02:577;24,47
14.03.2024 15:28:02:655;24,48
14.03.2024 15:28:02:734;24,49
14.03.2024 15:28:02:890;24,49
14.03.2024 15:28:02:968;24,49
14.03.2024 15:28:03:046;24,51
14.03.2024 15:28:03:125;24,51
14.03.2024 15:28:03:203;24,51
14.03.2024 15:28:03:281;24,51
14.03.2024 15:28:03:359;24,52
14.03.2024 15:28:03:437;24,52
14.03.2024 15:28:03:515;24,53
14.03.2024 15:28:03:593;24,54
14.03.2024 15:28:03:671;24,54
14.03.2024 15:28:03:749;24,55
14.03.2024 15:28:03:906;24,55
14.03.2024 15:28:03:984;24,56
14.03.2024 15:28:04:062;24,56
14.03.2024 15:28:04:141;24,57
14.03.2024 15:28:04:218;24,58
14.03.2024 15:28:04:297;24,59
14.03.2024 15:28:04:375;24,59
14.03.2024 15:28:04:531;24,59
14.03.2024 15:28:04:609;24,61
14.03.2024 15:28:04:687;24,61
14.03.2024 15:28:04:765;24,62
14.03.2024 15:28:04:844;24,63
14.03.2024 15:28:04:922;24,63
14.03.2024 15:28:05:000;24,63
14.03.2024 15:28:05:156;24,63
14.03.2024 15:28:05:235;24,65
14.03.2024 15:28:05:313;24,65
14.03.2024 15:28:05:391;24,65
14.03.2024 15:28:05:469;24,66
14.03.2024 15:28:05:547;24,67
14.03.2024 15:28:05:625;24,67
14.03.2024 15:28:05:703;24,67
14.03.2024 15:28:05:781;24,67
14.03.2024 15:28:05:859;24,68
14.03.2024 15:28:05:938;24,68
14.03.2024 15:28:06:016;24,69
14.03.2024 15:28:06:094;24,7
14.03.2024 15:28:06:188;24,7
14.03.2024 15:28:06:266;24,71
14.03.2024 15:28:06:344;24,71
14.03.2024 15:28:06:422;24,71
14.03.2024 15:28:06:501;24,72
14.03.2024 15:28:06:578;24,73
14.03.2024 15:28:06:657;24,73
14.03.2024 15:28:06:735;24,74
14.03.2024 15:28:06:813;24,74
14.03.2024 15:28:06:891;24,75
14.03.2024 15:28:06:969;24,75
14.03.2024 15:28:07:048;24,75
14.03.2024 15:28:07:125;24,76
14.03.2024 15:28:07:204;24,76
14.03.2024 15:28:07:282;24,77
14.03.2024 15:28:07:360;24,77
14.03.2024 15:28:07:438;24,78
14.03.2024 15:28:07:517;24,79
14.03.2024 15:28:07:610;24,79
14.03.2024 15:28:07:688;24,79
14.03.2024 15:28:07:766;24,79
14.03.2024 15:28:07:844;24,8
14.03.2024 15:28:08:001;24,8
14.03.2024 15:28:08:079;24,81
14.03.2024 15:28:08:157;24,82
14.03.2024 15:28:08:392;24,82
14.03.2024 15:28:08:470;24,83
14.03.2024 15:28:08:563;24,84
14.03.2024 15:28:08:642;24,84
14.03.2024 15:28:08:798;24,84
14.03.2024 15:28:08:876;24,85
14.03.2024 15:28:08:954;24,86
14.03.2024 15:28:09:033;24,86
14.03.2024 15:28:09:110;24,87
14.03.2024 15:28:09:267;24,87
14.03.2024 15:28:09:345;24,88
14.03.2024 15:28:09:423;24,88
14.03.2024 15:28:09:502;24,89
14.03.2024 15:28:09:595;24,89
14.03.2024 15:28:09:673;24,89
14.03.2024 15:28:09:751;24,89
14.03.2024 15:28:09:829;24,9
14.03.2024 15:28:09:908;24,91
14.03.2024 15:28:09:986;24,91
14.03.2024 15:28:10:064;24,91
14.03.2024 15:28:10:142;24,92
14.03.2024 15:28:10:220;24,91
14.03.2024 15:28:10:299;24,92
14.03.2024 15:28:10:377;24,92
14.03.2024 15:28:10:455;24,92
14.03.2024 15:28:10:548;24,94
14.03.2024 15:28:10:626;24,93
14.03.2024 15:28:10:705;24,94
14.03.2024 15:28:10:783;24,94
14.03.2024 15:28:10:939;24,94
14.03.2024 15:28:11:034;24,95
14.03.2024 15:28:11:127;24,95
14.03.2024 15:28:11:205;24,96
14.03.2024 15:28:11:283;24,97
14.03.2024 15:28:11:361;24,97
14.03.2024 15:28:11:439;24,97
14.03.2024 15:28:11:518;24,97
14.03.2024 15:28:11:596;24,98
14.03.2024 15:28:11:674;24,99
14.03.2024 15:28:11:768;24,99
14.03.2024 15:28:11:846;24,99
14.03.2024 15:28:11:924;24,99
14.03.2024 15:28:12:002;25
14.03.2024 15:28:12:081;25
14.03.2024 15:28:12:158;25,01
14.03.2024 15:28:12:330;25,01
14.03.2024 15:28:12:409;25,02
14.03.2024 15:28:12:487;25,02
14.03.2024 15:28:12:565;25,02
14.03.2024 15:28:12:643;25,02
14.03.2024 15:28:12:721;25,02
14.03.2024 15:28:12:799;25,02
14.03.2024 15:28:12:877;25,03
14.03.2024 15:28:13:034;25,03
14.03.2024 15:28:13:112;25,04
14.03.2024 15:28:13:206;25,05
14.03.2024 15:28:13:377;25,05
14.03.2024 15:28:13:456;25,05
14.03.2024 15:28:13:535;25,06
14.03.2024 15:28:13:627;25,07
14.03.2024 15:28:13:706;25,06
14.03.2024 15:28:13:784;25,07
14.03.2024 15:28:13:940;25,07
14.03.2024 15:28:14:018;25,08
14.03.2024 15:28:14:097;25,08
14.03.2024 15:28:14:175;25,08
14.03.2024 15:28:14:253;25,1
14.03.2024 15:28:14:565;25,1
14.03.2024 15:28:14:643;25,1
14.03.2024 15:28:14:721;25,1
14.03.2024 15:28:14:800;25,11
14.03.2024 15:28:14:878;25,11
14.03.2024 15:28:14:956;25,11
14.03.2024 15:28:15:034;25,11
14.03.2024 15:28:15:113;25,12
14.03.2024 15:28:15:269;25,12
14.03.2024 15:28:15:363;25,13
14.03.2024 15:28:15:440;25,13
14.03.2024 15:28:15:519;25,15
14.03.2024 15:28:15:597;25,13
14.03.2024 15:28:15:675;25,14
14.03.2024 15:28:15:753;25,15
14.03.2024 15:28:15:831;25,15
14.03.2024 15:28:15:909;25,15
14.03.2024 15:28:16:222;25,15
14.03.2024 15:28:16:301;25,16
14.03.2024 15:28:16:379;25,16
14.03.2024 15:28:16:456;25,16
14.03.2024 15:28:16:535;25,17
14.03.2024 15:28:16:613;25,17
14.03.2024 15:28:16:691;25,18
14.03.2024 15:28:16:769;25,18
14.03.2024 15:28:16:847;25,17
14.03.2024 15:28:16:925;25,18
14.03.2024 15:28:17:003;25,18
14.03.2024 15:28:17:082;25,18
14.03.2024 15:28:17:160;25,19
14.03.2024 15:28:17:238;25,18
14.03.2024 15:28:17:316;25,19
14.03.2024 15:28:17:395;25,19
14.03.2024 15:28:17:472;25,19
14.03.2024 15:28:17:551;25,2
14.03.2024 15:28:17:629;25,2
14.03.2024 15:28:17:707;25,2
14.03.2024 15:28:17:785;25,21
14.03.2024 15:28:18:020;25,21
14.03.2024 15:28:18:098;25,21
14.03.2024 15:28:18:176;25,21
14.03.2024 15:28:18:254;25,22
14.03.2024 15:28:18:332;25,23
14.03.2024 15:28:18:489;25,23
14.03.2024 15:28:18:567;25,23
14.03.2024 15:28:18:644;25,23
14.03.2024 15:28:18:723;25,23
14.03.2024 15:28:18:801;25,24
14.03.2024 15:28:18:879;25,24
14.03.2024 15:28:18:958;25,24
14.03.2024 15:28:19:051;25,25
14.03.2024 15:28:19:286;25,25
14.03.2024 15:28:19:364;25,26
14.03.2024 15:28:19:442;25,26
14.03.2024 15:28:19:520;25,26
14.03.2024 15:28:19:598;25,26
14.03.2024 15:28:19:676;25,26
14.03.2024 15:28:19:833;25,26
14.03.2024 15:28:19:911;25,27
14.03.2024 15:28:19:989;25,27
14.03.2024 15:28:20:536;25,27
14.03.2024 15:28:20:629;25,28
14.03.2024 15:28:20:708;25,29
14.03.2024 15:28:20:864;25,29
14.03.2024 15:28:20:942;25,29
14.03.2024 15:28:21:020;25,3
14.03.2024 15:28:21:411;25,3
14.03.2024 15:28:21:489;25,31
14.03.2024 15:28:21:569;25,31
14.03.2024 15:28:21:661;25,31
14.03.2024 15:28:21:739;25,31
14.03.2024 15:28:21:817;25,32
14.03.2024 15:28:21:895;25,31
14.03.2024 15:28:21:974;25,32
14.03.2024 15:28:22:052;25,31
14.03.2024 15:28:22:130;25,32
14.03.2024 15:28:22:208;25,33
14.03.2024 15:28:22:443;25,33
14.03.2024 15:28:22:521;25,34
14.03.2024 15:28:22:599;25,34
14.03.2024 15:28:22:677;25,34
14.03.2024 15:28:22:755;25,35
14.03.2024 15:28:22:833;25,35
14.03.2024 15:28:22:911;25,34
14.03.2024 15:28:22:990;25,35
14.03.2024 15:28:23:068;25,35
14.03.2024 15:28:23:224;25,35
14.03.2024 15:28:23:302;25,36
14.03.2024 15:28:23:381;25,35
14.03.2024 15:28:23:459;25,36
14.03.2024 15:28:23:537;25,36
14.03.2024 15:28:23:615;25,37
14.03.2024 15:28:23:693;25,37
14.03.2024 15:28:23:849;25,37
14.03.2024 15:28:23:927;25,38
14.03.2024 15:28:24:084;25,38
14.03.2024 15:28:24:162;25,39
14.03.2024 15:28:24:256;25,38
14.03.2024 15:28:24:334;25,39
14.03.2024 15:28:24:412;25,39
14.03.2024 15:28:24:490;25,39
14.03.2024 15:28:24:569;25,39
14.03.2024 15:28:24:646;25,39
14.03.2024 15:28:24:725;25,4
14.03.2024 15:28:24:803;25,4
14.03.2024 15:28:24:881;25,4
14.03.2024 15:28:25:287;25,4
14.03.2024 15:28:25:366;25,41
14.03.2024 15:28:25:444;25,42
14.03.2024 15:28:25:522;25,41
14.03.2024 15:28:25:600;25,42
14.03.2024 15:28:25:694;25,42
14.03.2024 15:28:25:772;25,42
14.03.2024 15:28:25:850;25,43
14.03.2024 15:28:25:928;25,42
14.03.2024 15:28:26:006;25,43
14.03.2024 15:28:26:085;25,43
14.03.2024 15:28:26:163;25,44
14.03.2024 15:28:26:256;25,43
14.03.2024 15:28:26:350;25,44
14.03.2024 15:28:26:428;25,45
14.03.2024 15:28:26:585;25,45
14.03.2024 15:28:26:662;25,45
14.03.2024 15:28:26:897;25,45
14.03.2024 15:28:26:975;25,47
14.03.2024 15:28:27:053;25,47
14.03.2024 15:28:27:210;25,47
14.03.2024 15:28:27:288;25,48
14.03.2024 15:28:27:366;25,48
14.03.2024 15:28:27:444;25,48
14.03.2024 15:28:27:523;25,49
14.03.2024 15:28:27:601;25,49
14.03.2024 15:28:27:694;25,5
14.03.2024 15:28:27:772;25,5
14.03.2024 15:28:27:928;25,5
14.03.2024 15:28:28:007;25,51
14.03.2024 15:28:28:085;25,52
14.03.2024 15:28:28:163;25,51
14.03.2024 15:28:28:241;25,52
14.03.2024 15:28:28:320;25,53
14.03.2024 15:28:28:397;25,53
14.03.2024 15:28:28:476;25,53
14.03.2024 15:28:28:554;25,53
14.03.2024 15:28:28:632;25,53
14.03.2024 15:28:28:710;25,54
14.03.2024 15:28:28:788;25,55
14.03.2024 15:28:28:944;25,55
14.03.2024 15:28:29:023;25,55
14.03.2024 15:28:29:117;25,56
14.03.2024 15:28:29:195;25,56
14.03.2024 15:28:29:273;25,56
14.03.2024 15:28:29:351;25,56
14.03.2024 15:28:29:429;25,58
14.03.2024 15:28:29:586;25,58
14.03.2024 15:28:29:663;25,58
14.03.2024 15:28:29:898;25,58
14.03.2024 15:28:29:977;25,59
14.03.2024 15:28:30:054;25,59
14.03.2024 15:28:30:133;25,6
14.03.2024 15:28:30:289;25,6
14.03.2024 15:28:30:367;25,61
14.03.2024 15:28:30:445;25,61
14.03.2024 15:28:30:602;25,61
14.03.2024 15:28:30:679;25,62
14.03.2024 15:28:30:758;25,62
14.03.2024 15:28:30:836;25,63
14.03.2024 15:28:30:914;25,63
14.03.2024 15:28:30:992;25,63
14.03.2024 15:28:31:071;25,64
14.03.2024 15:28:31:149;25,64
14.03.2024 15:28:31:227;25,64
14.03.2024 15:28:31:399;25,64
14.03.2024 15:28:31:477;25,65
14.03.2024 15:28:31:555;25,65
14.03.2024 15:28:31:633;25,66
14.03.2024 15:28:31:789;25,66
14.03.2024 15:28:31:945;25,66
14.03.2024 15:28:32:024;25,67
14.03.2024 15:28:32:180;25,67
14.03.2024 15:28:32:258;25,68
14.03.2024 15:28:32:571;25,68
14.03.2024 15:28:32:664;25,68
14.03.2024 15:28:32:742;25,69
14.03.2024 15:28:32:821;25,69
14.03.2024 15:28:32:899;25,7
14.03.2024 15:28:32:977;25,71
14.03.2024 15:28:33:071;25,71
14.03.2024 15:28:33:149;25,71
14.03.2024 15:28:33:462;25,71
14.03.2024 15:28:33:540;25,72
14.03.2024 15:28:33:618;25,72
14.03.2024 15:28:33:696;25,73
14.03.2024 15:28:33:852;25,73
14.03.2024 15:28:33:930;25,74
14.03.2024 15:28:34:087;25,74
14.03.2024 15:28:34:165;25,74
14.03.2024 15:28:34:243;25,75
14.03.2024 15:28:34:321;25,75
14.03.2024 15:28:34:399;25,76
14.03.2024 15:28:34:478;25,76
14.03.2024 15:28:34:555;25,77
14.03.2024 15:28:34:649;25,77
14.03.2024 15:28:34:728;25,77
14.03.2024 15:28:34:806;25,77
14.03.2024 15:28:34:884;25,77
14.03.2024 15:28:34:962;25,78
14.03.2024 15:28:35:040;25,79
14.03.2024 15:28:35:118;25,79
14.03.2024 15:28:35:197;25,79
14.03.2024 15:28:35:353;25,79
14.03.2024 15:28:35:431;25,8
14.03.2024 15:28:35:509;25,81
14.03.2024 15:28:35:603;25,81
14.03.2024 15:28:35:681;25,81
14.03.2024 15:28:35:759;25,82
14.03.2024 15:28:35:915;25,82
14.03.2024 15:28:35:993;25,83
14.03.2024 15:28:36:072;25,82
14.03.2024 15:28:36:150;25,83
14.03.2024 15:28:36:228;25,83
14.03.2024 15:28:36:384;25,83
14.03.2024 15:28:36:463;25,84
14.03.2024 15:28:36:540;25,85
14.03.2024 15:28:36:634;25,85
14.03.2024 15:28:36:712;25,86
14.03.2024 15:28:36:790;25,86
14.03.2024 15:28:36:869;25,87
14.03.2024 15:28:36:947;25,87
14.03.2024 15:28:37:025;25,87
14.03.2024 15:28:37:103;25,88
14.03.2024 15:28:37:182;25,88
14.03.2024 15:28:37:260;25,88
14.03.2024 15:28:37:338;25,89
14.03.2024 15:28:37:416;25,9
14.03.2024 15:28:37:494;25,9
14.03.2024 15:28:37:572;25,91
14.03.2024 15:28:37:650;25,91
14.03.2024 15:28:37:728;25,91
14.03.2024 15:28:37:806;25,91
14.03.2024 15:28:37:885;25,91
14.03.2024 15:28:37:963;25,93
14.03.2024 15:28:38:041;25,93
14.03.2024 15:28:38:119;25,93
14.03.2024 15:28:38:197;25,94
14.03.2024 15:28:38:276;25,95
14.03.2024 15:28:38:432;25,95
14.03.2024 15:28:38:510;25,96
14.03.2024 15:28:38:588;25,96
14.03.2024 15:28:38:666;25,97
14.03.2024 15:28:38:744;25,98
14.03.2024 15:28:38:822;25,99
14.03.2024 15:28:39:057;25,99
14.03.2024 15:28:39:135;26
14.03.2024 15:28:39:213;26,01
14.03.2024 15:28:39:291;26,01
14.03.2024 15:28:39:370;26,01
14.03.2024 15:28:39:448;26,03
14.03.2024 15:28:39:526;26,02
14.03.2024 15:28:39:604;26,03
14.03.2024 15:28:39:682;26,03
14.03.2024 15:28:39:760;26,04
14.03.2024 15:28:39:838;26,04
14.03.2024 15:28:39:916;26,05
14.03.2024 15:28:39:995;26,06
14.03.2024 15:28:40:073;26,06
14.03.2024 15:28:40:167;26,06
14.03.2024 15:28:40:245;26,07
14.03.2024 15:28:40:323;26,08
14.03.2024 15:28:40:401;26,08
14.03.2024 15:28:40:479;26,09
14.03.2024 15:28:40:558;26,09
14.03.2024 15:28:40:636;26,09
14.03.2024 15:28:40:714;26,1
14.03.2024 15:28:40:792;26,11
14.03.2024 15:28:40:870;26,11
14.03.2024 15:28:40:948;26,12
14.03.2024 15:28:41:026;26,11
14.03.2024 15:28:41:104;26,12
14.03.2024 15:28:41:261;26,12
14.03.2024 15:28:41:339;26,14
14.03.2024 15:28:41:417;26,14
14.03.2024 15:28:41:573;26,14
14.03.2024 15:28:41:651;26,15
14.03.2024 15:28:41:730;26,15
14.03.2024 15:28:41:808;26,17
14.03.2024 15:28:41:964;26,17
14.03.2024 15:28:42:042;26,17
14.03.2024 15:28:42:121;26,17
14.03.2024 15:28:42:199;26,18
14.03.2024 15:28:42:277;26,19
14.03.2024 15:28:42:355;26,19
14.03.2024 15:28:42:433;26,19
14.03.2024 15:28:42:511;26,19
14.03.2024 15:28:42:589;26,19
14.03.2024 15:28:42:667;26,2
14.03.2024 15:28:42:745;26,2
14.03.2024 15:28:42:824;26,22
14.03.2024 15:28:42:902;26,22
14.03.2024 15:28:42:980;26,22
14.03.2024 15:28:43:058;26,22
14.03.2024 15:28:43:136;26,22
14.03.2024 15:28:43:215;26,23
14.03.2024 15:28:43:293;26,23
14.03.2024 15:28:43:371;26,24
14.03.2024 15:28:43:527;26,24
14.03.2024 15:28:43:621;26,25
14.03.2024 15:28:43:715;26,25
14.03.2024 15:28:43:793;26,27
14.03.2024 15:28:44:027;26,27
14.03.2024 15:28:44:105;26,27
14.03.2024 15:28:44:262;26,27
14.03.2024 15:28:44:340;26,28
14.03.2024 15:28:44:418;26,29
14.03.2024 15:28:44:496;26,3
14.03.2024 15:28:44:574;26,3
14.03.2024 15:28:44:652;26,3
14.03.2024 15:28:44:730;26,3
14.03.2024 15:28:44:808;26,31
14.03.2024 15:28:44:887;26,3
14.03.2024 15:28:44:965;26,32
14.03.2024 15:28:45:043;26,31
14.03.2024 15:28:45:121;26,32
14.03.2024 15:28:45:277;26,32
14.03.2024 15:28:45:371;26,33
14.03.2024 15:28:45:450;26,34
14.03.2024 15:28:45:606;26,34
14.03.2024 15:28:45:684;26,35
14.03.2024 15:28:45:762;26,35
14.03.2024 15:28:45:840;26,35
14.03.2024 15:28:45:918;26,35
14.03.2024 15:28:45:997;26,36
14.03.2024 15:28:46:074;26,36
14.03.2024 15:28:46:153;26,36
14.03.2024 15:28:46:231;26,37
14.03.2024 15:28:46:309;26,37
14.03.2024 15:28:46:387;26,38
14.03.2024 15:28:46:543;26,38
14.03.2024 15:28:46:622;26,39
14.03.2024 15:28:46:700;26,39
14.03.2024 15:28:46:778;26,39
14.03.2024 15:28:46:856;26,39
14.03.2024 15:28:46:934;26,39
14.03.2024 15:28:47:012;26,4
14.03.2024 15:28:47:090;26,4
14.03.2024 15:28:47:169;26,41
14.03.2024 15:28:47:247;26,41
14.03.2024 15:28:47:325;26,42
14.03.2024 15:28:47:653;26,42
14.03.2024 15:28:47:731;26,43
14.03.2024 15:28:47:809;26,44
14.03.2024 15:28:47:888;26,44
14.03.2024 15:28:47:966;26,44
14.03.2024 15:28:48:044;26,44
14.03.2024 15:28:48:122;26,45
14.03.2024 15:28:48:279;26,45
14.03.2024 15:28:48:356;26,46
14.03.2024 15:28:48:435;26,46
14.03.2024 15:28:48:513;26,46
14.03.2024 15:28:48:591;26,46
14.03.2024 15:28:48:669;26,47
14.03.2024 15:28:48:747;26,47
14.03.2024 15:28:48:825;26,47
14.03.2024 15:28:48:903;26,47
14.03.2024 15:28:48:982;26,47
14.03.2024 15:28:49:060;26,47
14.03.2024 15:28:49:138;26,47
14.03.2024 15:28:49:216;26,49
14.03.2024 15:28:49:295;26,48
14.03.2024 15:28:49:372;26,49
14.03.2024 15:28:49:451;26,49
14.03.2024 15:28:49:544;26,5
14.03.2024 15:28:49:779;26,5
14.03.2024 15:28:49:857;26,51
14.03.2024 15:28:50:013;26,51
14.03.2024 15:28:50:092;26,51
14.03.2024 15:28:50:169;26,52
14.03.2024 15:28:50:248;26,52
14.03.2024 15:28:50:326;26,52
14.03.2024 15:28:50:404;26,52
14.03.2024 15:28:50:482;26,52
14.03.2024 15:28:50:561;26,52
14.03.2024 15:28:50:638;26,54
14.03.2024 15:28:50:717;26,54
14.03.2024 15:28:50:795;26,54
14.03.2024 15:28:50:873;26,54
14.03.2024 15:28:50:951;26,54
14.03.2024 15:28:51:029;26,54
14.03.2024 15:28:51:107;26,55
14.03.2024 15:28:51:576;26,55
14.03.2024 15:28:51:654;26,55
14.03.2024 15:28:51:733;26,55
14.03.2024 15:28:51:811;26,57
14.03.2024 15:28:51:889;26,57
14.03.2024 15:28:51:967;26,57
14.03.2024 15:28:52:280;26,57
14.03.2024 15:28:52:358;26,59
14.03.2024 15:28:52:436;26,58
14.03.2024 15:28:52:546;26,59
14.03.2024 15:28:52:623;26,59
14.03.2024 15:28:52:701;26,59
14.03.2024 15:28:52:780;26,6
14.03.2024 15:28:53:093;26,6
14.03.2024 15:28:53:171;26,62
14.03.2024 15:28:53:265;26,62
14.03.2024 15:28:53:343;26,62
14.03.2024 15:28:53:515;26,62
14.03.2024 15:28:53:592;26,63
14.03.2024 15:28:53:671;26,63
14.03.2024 15:28:53:749;26,64
14.03.2024 15:28:53:827;26,63
14.03.2024 15:28:53:905;26,63
14.03.2024 15:28:53:983;26,65
14.03.2024 15:28:54:061;26,65
14.03.2024 15:28:54:312;26,65
14.03.2024 15:28:54:390;26,67
14.03.2024 15:28:54:468;26,66
14.03.2024 15:28:54:546;26,67
